project,street,type,district,segment,tenure,commence,sale,area,price,level,date
THE PARC CONDOMINIUM,WEST COAST WALK,Condominium,5,OCR,freehold,,Resale,1302.44,2379557.88,11 to 15,Jan-24
EMERALD PARK,INDUS ROAD,Condominium,3,RCR,99 years,1991.0,Resale,1453.14,1980629.82,11 to 15,Jan-24
RIVERGATE,ROBERTSON QUAY,Apartment,9,CCR,freehold,,Resale,1797.59,5049430.31,06 to 10,Jan-24
ONE SHENTON,SHENTON WAY,Apartment,1,CCR,99 years,2005.0,Resale,871.88,1349670.24,11 to 15,Jan-24
TANAH MERAH MANSION,TANAH MERAH KECHIL ROAD SOUTH,Condominium,16,OCR,freehold,,Resale,904.18,1138362.62,01 to 05,Jan-24
THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 years,2007.0,Resale,979.52,1409529.28,11 to 15,Jan-24
SEASONS PARK,YIO CHU KANG ROAD,Condominium,26,OCR,99 years,1995.0,Resale,1248.62,1584498.7799999998,01 to 05,Jan-24
PARC OASIS,JURONG EAST AVENUE 1,Condominium,22,OCR,99 years,1991.0,Resale,1227.1,1489699.4,16 to 20,Jan-24
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,Condominium,19,OCR,99 years,2011.0,Resale,753.48,999867.96,01 to 05,Jan-24
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,Apartment,13,RCR,99 years,2014.0,Resale,527.44,1119755.12,06 to 10,Jan-24
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 years,2013.0,Resale,527.44,732086.7200000001,01 to 05,Jan-24
KEW GREEN,KEW CRESCENT,Condominium,16,OCR,99 years,1994.0,Resale,3584.41,3150696.3899999997,other,Jan-24
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,Condominium,18,OCR,99 years,2012.0,Resale,1345.5,1867554.0,06 to 10,Jan-24
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,Condominium,19,OCR,99 years,2011.0,Resale,753.48,990072.72,11 to 15,Jan-24
R MAISON,SOMMERVILLE WALK,Apartment,13,OCR,freehold,,Resale,1636.13,2320032.3400000003,01 to 05,Jan-24
SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 years,2012.0,Resale,1076.4,1267999.2000000002,06 to 10,Jan-24
PARC VISTA,CORPORATION ROAD,Condominium,22,OCR,99 years,1995.0,Resale,1248.62,1399703.0199999998,01 to 05,Jan-24
THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 years,2010.0,Resale,861.12,960148.8,01 to 05,Jan-24
PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 years,2019.0,Sub Sale,452.09,890165.21,06 to 10,Jan-24
THE SPRINGBLOOM,SERANGOON AVENUE 3,Condominium,19,OCR,99 years,1995.0,Resale,1130.22,1540489.86,01 to 05,Jan-24
SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 years,2014.0,Resale,484.38,790023.78,06 to 10,Jan-24
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 years,2013.0,Resale,473.62,989865.8,21 to 25,Jan-24
SANCTUARY GREEN,TANJONG RHU ROAD,Condominium,15,RCR,99 years,1997.0,Resale,1571.54,2539608.64,06 to 10,Jan-24
VIZ AT HOLLAND,QUEENSWAY,Condominium,10,CCR,freehold,,Resale,2454.19,3948791.71,11 to 15,Jan-24
THE YARDLEY,UPPER SERANGOON ROAD,Apartment,19,OCR,freehold,,Resale,1270.15,2199899.8000000003,11 to 15,Jan-24
KINGSFORD . HILLVIEW PEAK,HILLVIEW RISE,Condominium,23,OCR,99 years,2012.0,Resale,828.83,1279713.52,06 to 10,Jan-24
MELVILLE PARK,SIMEI STREET 1,Condominium,18,OCR,99 years,1992.0,Resale,958.0,918722.0,06 to 10,Jan-24
THE TRE VER,POTONG PASIR AVENUE 1,Condominium,13,RCR,99 years,2018.0,Sub Sale,699.66,1400019.66,11 to 15,Jan-24
THE TANAMERA,TANAH MERAH KECHIL ROAD,Condominium,16,OCR,99 years,1990.0,Resale,1323.97,1379576.74,11 to 15,Jan-24
CENTRA SUITES,LORONG 25A GEYLANG,Apartment,14,RCR,freehold,,Resale,419.8,701905.6,01 to 05,Jan-24
THE DAIRY FARM,DAIRY FARM ROAD,Condominium,23,OCR,freehold,,Resale,1948.28,3300386.32,06 to 10,Jan-24
D'WEAVE,LORONG 39 GEYLANG,Apartment,14,RCR,freehold,,Resale,570.49,949865.85,06 to 10,Jan-24
PAPILLON,JALAN RAMA RAMA,Apartment,12,RCR,freehold,,Resale,936.47,1449655.56,06 to 10,Jan-24
KINGSFORD . HILLVIEW PEAK,HILLVIEW RISE,Condominium,23,OCR,99 years,2012.0,Resale,1410.08,1590570.24,11 to 15,Jan-24
RIPPLE BAY,PASIR RIS LINK,Condominium,18,OCR,99 years,2011.0,Resale,484.38,713007.36,06 to 10,Jan-24
SKY VUE,BISHAN STREET 15,Condominium,20,RCR,99 years,2013.0,Resale,678.13,1420004.22,31 to 35,Jan-24
NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 years,2019.0,Sub Sale,1011.82,2150117.5,21 to 25,Jan-24
THOMSON 800,THOMSON ROAD,Condominium,11,CCR,freehold,,Resale,1625.36,3008541.36,06 to 10,Jan-24
THE WOODLEIGH RESIDENCES,BIDADARI PARK DRIVE,Apartment,13,RCR,99 years,2017.0,Sub Sale,667.37,1480226.66,06 to 10,Jan-24
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 years,2018.0,Sub Sale,947.23,1549668.28,01 to 05,Jan-24
183 LONGHAUS,UPPER THOMSON ROAD,Apartment,20,RCR,freehold,,Resale,979.52,1687712.96,01 to 05,Jan-24
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,Apartment,19,OCR,99 years,2018.0,Sub Sale,721.19,1099814.75,01 to 05,Jan-24
SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 years,2022.0,New Sale,1087.16,2253682.68,01 to 05,Jan-24
GRAND DUNMAN,DUNMAN ROAD,Apartment,15,RCR,99 years,2022.0,New Sale,721.19,1880142.33,01 to 05,Jan-24
THE REEF AT KING'S DOCK,HARBOURFRONT AVENUE,Condominium,4,RCR,99 years,2021.0,New Sale,979.52,2411578.24,01 to 05,Jan-24
19 NASSIM,NASSIM HILL,Apartment,10,CCR,99 years,2019.0,New Sale,925.7,2945577.4000000004,01 to 05,Jan-24
THE ARCADY AT BOON KENG,SAINT BARNABAS LANE,Apartment,12,RCR,freehold,,New Sale,678.13,1717703.29,06 to 10,Jan-24
GRAND DUNMAN,DUNMAN ROAD,Apartment,15,RCR,99 years,2022.0,New Sale,1786.82,4395577.2,06 to 10,Jan-24
HILLHAVEN,HILLVIEW RISE,Condominium,23,OCR,99 years,2023.0,New Sale,699.66,1522460.16,06 to 10,Jan-24
THE MYST,UPPER BUKIT TIMAH ROAD,Condominium,23,OCR,99 years,2023.0,New Sale,1033.34,2160713.94,16 to 20,Jan-24
THE MYST,UPPER BUKIT TIMAH ROAD,Condominium,23,OCR,99 years,2023.0,New Sale,1033.34,2004679.6,06 to 10,Jan-24
THE MYST,UPPER BUKIT TIMAH ROAD,Condominium,23,OCR,99 years,2023.0,New Sale,699.66,1626009.84,21 to 25,Jan-24
THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 years,2020.0,New Sale,495.14,1430459.46,36 to 40,Jan-24
THE MYST,UPPER BUKIT TIMAH ROAD,Condominium,23,OCR,99 years,2023.0,New Sale,699.66,1618313.5799999998,16 to 20,Jan-24
SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 years,2022.0,New Sale,1087.16,2359137.2,11 to 15,Jan-24
MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,Apartment,19,OCR,99 years,2013.0,Resale,1291.68,1849685.76,11 to 15,Jan-24
THE PALETTE,PASIR RIS GROVE,Condominium,18,OCR,99 years,2010.0,Resale,505.91,722945.39,01 to 05,Jan-24
THE PALETTE,PASIR RIS GROVE,Condominium,18,OCR,99 years,2010.0,Resale,731.95,1050348.25,06 to 10,Jan-24
THE PROMENADE@PELIKAT,JALAN PELIKAT,Apartment,19,OCR,freehold,,Resale,807.3,1088240.4,01 to 05,Jan-24
ROCHELLE AT NEWTON,KENG LEE ROAD,Condominium,11,CCR,99 years,2008.0,Resale,1786.82,3380663.44,21 to 25,Jan-24
THE REGALIA,RIVER VALLEY CLOSE,Apartment,9,CCR,freehold,,Resale,2572.6,5760051.399999999,21 to 25,Jan-24
Q BAY RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 years,2012.0,Resale,527.44,780083.7600000001,11 to 15,Jan-24
HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 years,2014.0,Resale,581.26,938153.64,11 to 15,Jan-24
BOATHOUSE RESIDENCES,UPPER SERANGOON VIEW,Condominium,19,OCR,99 years,2011.0,Resale,731.95,969833.75,01 to 05,Jan-24
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 years,2013.0,Resale,753.48,999867.96,06 to 10,Jan-24
VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,freehold,1877.0,Resale,1216.33,2538480.71,06 to 10,Jan-24
PARC OASIS,JURONG EAST AVENUE 1,Condominium,22,OCR,99 years,1991.0,Resale,1377.79,1629925.57,06 to 10,Jan-24
CENTRO RESIDENCES,ANG MO KIO AVENUE 8,Condominium,20,OCR,99 years,2007.0,Resale,742.72,1292332.8,06 to 10,Jan-24
HILLSTA,PHOENIX ROAD,Condominium,23,OCR,99 years,2011.0,Resale,527.44,717845.8400000001,01 to 05,Jan-24
SOMMERVILLE PARK,FARRER DRIVE,Condominium,10,CCR,freehold,,Resale,2798.64,5499327.6,01 to 05,Jan-24
STRATUM,ELIAS ROAD,Condominium,18,OCR,99 years,2012.0,Resale,592.02,799819.02,01 to 05,Jan-24
SIMS EDGE,GEYLANG EAST AVENUE 2,Apartment,14,RCR,freehold,,Resale,581.26,939897.42,06 to 10,Jan-24
CLEMENTI PARK,SUNSET WAY,Condominium,21,OCR,freehold,,Resale,1754.53,2900238.09,01 to 05,Jan-24
BOATHOUSE RESIDENCES,UPPER SERANGOON VIEW,Condominium,19,OCR,99 years,2011.0,Resale,839.59,1099862.9,11 to 15,Jan-24
THE SUITES AT CENTRAL,DEVONSHIRE ROAD,Condominium,9,CCR,freehold,,Resale,1765.3,4399127.6,01 to 05,Jan-24
THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 years,2008.0,Resale,1528.49,1699680.88,01 to 05,Jan-24
SCOTTS 28,SCOTTS ROAD,Condominium,9,CCR,freehold,,Resale,1657.66,3779464.8,16 to 20,Jan-24
LAKEVILLE,JURONG LAKE LINK,Condominium,22,OCR,99 years,2013.0,Resale,990.29,1730036.63,01 to 05,Jan-24
HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 years,2014.0,Resale,871.88,1120365.8,06 to 10,Jan-24
THE PLAZA,BEACH ROAD,Apartment,7,CCR,99 years,1968.0,Resale,839.59,1120013.06,26 to 30,Jan-24
THE VINES,LORONG SARINA,Apartment,14,OCR,freehold,,Resale,1173.28,1600353.92,01 to 05,Jan-24
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 years,2013.0,Resale,527.44,770062.4,11 to 15,Jan-24
STARVILLE,LENGKONG TIGA,Condominium,14,OCR,freehold,,Resale,1539.25,2179578.0,01 to 05,Jan-24
RIO VISTA,UPPER SERANGOON VIEW,Condominium,19,OCR,99 years,2001.0,Resale,1377.79,1607880.93,01 to 05,Jan-24
ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,3,RCR,99 years,2013.0,Resale,656.6,1378860.0,11 to 15,Jan-24
D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 years,2010.0,Resale,1205.57,2095280.66,01 to 05,Jan-24
TREVISTA,LORONG 3 TOA PAYOH,Condominium,12,RCR,99 years,2008.0,Resale,1560.78,2868713.64,31 to 35,Jan-24
LA MAISON,MOULMEIN RISE,Apartment,11,CCR,freehold,,Resale,1270.15,2560622.4000000004,11 to 15,Jan-24
LIVIA,PASIR RIS GROVE,Condominium,18,OCR,99 years,2008.0,Resale,1539.25,1908670.0,16 to 20,Jan-24
THE LAKEFRONT RESIDENCES,LAKESIDE DRIVE,Condominium,22,OCR,99 years,2010.0,Resale,1001.05,1599677.9,06 to 10,Jan-24
THE FLORENCE RESIDENCES,HOUGANG AVENUE 2,Apartment,19,OCR,99 years,2018.0,Sub Sale,484.38,785179.98,01 to 05,Jan-24
PARC CENTROS,PUNGGOL CENTRAL,Condominium,19,OCR,99 years,2012.0,Resale,764.24,1120375.84,11 to 15,Jan-24
DOUBLE BAY RESIDENCES,SIMEI STREET 4,Condominium,18,OCR,99 years,2008.0,Resale,1367.03,1890602.49,06 to 10,Jan-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,1,CCR,99 years,2002.0,Resale,1840.64,3988666.88,higher than 55,Jan-24
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 years,2018.0,Sub Sale,914.94,1549908.36,06 to 10,Jan-24
VERDALE,DE SOUZA AVENUE,Apartment,21,RCR,99 years,2018.0,Sub Sale,462.85,928014.25,01 to 05,Jan-24
THE PALETTE,PASIR RIS GROVE,Condominium,18,OCR,99 years,2010.0,Resale,1065.64,1430088.88,06 to 10,Jan-24
THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,freehold,,Resale,764.24,1319842.48,01 to 05,Jan-24
TRILIVE,TAMPINES ROAD,Condominium,19,OCR,freehold,,Resale,1162.51,1999517.2,06 to 10,Jan-24
D'NEST,PASIR RIS GROVE,Condominium,18,OCR,99 years,2010.0,Resale,968.76,1399858.2,11 to 15,Jan-24
CITIGATE RESIDENCE,RANGOON ROAD,Apartment,8,RCR,freehold,,Resale,570.49,819794.13,01 to 05,Jan-24
OKIO,BALESTIER ROAD,Apartment,12,RCR,freehold,,Resale,430.56,784910.88,11 to 15,Jan-24
NASSIM JADE,NASSIM ROAD,Condominium,10,CCR,freehold,,Resale,3379.9,9250786.3,01 to 05,Jan-24
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 years,2015.0,Resale,430.56,985121.28,16 to 20,Jan-24
LENTOR HILLS RESIDENCES,LENTOR HILLS ROAD,Apartment,26,OCR,99 years,2022.0,New Sale,1356.26,2888833.8,11 to 15,Jan-24
RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,freehold,1877.0,Resale,861.12,2064965.76,01 to 05,Jan-24
NEPTUNE COURT,MARINE VISTA,Apartment,15,OCR,99 years,1975.0,Resale,1636.13,1699939.07,21 to 25,Jan-24
SUMMERHILL,HUME AVENUE,Condominium,21,OCR,freehold,,Resale,1205.57,1949406.69,06 to 10,Jan-24
WATERTOWN,PUNGGOL CENTRAL,Apartment,19,OCR,99 years,2011.0,Resale,602.78,954803.52,01 to 05,Jan-24
FORTE SUITES,MERGUI ROAD,Apartment,8,RCR,freehold,,Resale,624.31,1249868.62,11 to 15,Jan-24
CLEMENTI PARK,SUNSET WAY,Condominium,21,OCR,freehold,,Resale,1345.5,2199892.5,01 to 05,Jan-24
SKYSUITES17,JALAN RAJAH,Apartment,12,RCR,freehold,,Resale,355.21,650034.2999999999,06 to 10,Jan-24
BOATHOUSE RESIDENCES,UPPER SERANGOON VIEW,Condominium,19,OCR,99 years,2011.0,Resale,1463.9,1929420.2,01 to 05,Jan-24
SUITES AT ORCHARD,HANDY ROAD,Apartment,9,CCR,99 years,2007.0,Resale,548.96,1180264.0,01 to 05,Jan-24
THE VISION,WEST COAST CRESCENT,Condominium,5,OCR,99 years,2008.0,Resale,1313.21,2090630.32,26 to 30,Jan-24
SUNGLADE,SERANGOON AVENUE 2,Condominium,19,OCR,99 years,2000.0,Resale,818.06,1237724.78,11 to 15,Jan-24
LEONIE TOWERS,LEONIE HILL,Apartment,9,CCR,freehold,,Resale,3250.73,6238150.87,16 to 20,Jan-24
EMPRADO SUITES,LORONG N TELOK KURAU,Apartment,15,OCR,freehold,,Resale,1054.87,1680407.91,01 to 05,Jan-24
THE MAYLEA,PASIR PANJANG ROAD,Condominium,5,RCR,freehold,,Resale,1227.1,2019806.6,01 to 05,Jan-24
SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 years,2012.0,Resale,527.44,689891.52,06 to 10,Jan-24
HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,Condominium,23,OCR,99 years,2000.0,Resale,1108.69,1249493.63,11 to 15,Jan-24
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 years,2018.0,Sub Sale,581.26,1028248.94,11 to 15,Jan-24
RIVERSAILS,UPPER SERANGOON CRESCENT,Condominium,19,OCR,99 years,2011.0,Resale,1108.69,1599839.6700000002,16 to 20,Jan-24
SEAHILL,WEST COAST CRESCENT,Condominium,5,OCR,99 years,2011.0,Resale,548.96,830027.52,06 to 10,Jan-24
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,Apartment,19,OCR,99 years,2018.0,Sub Sale,613.55,977998.7,01 to 05,Jan-24
J GATEWAY,GATEWAY DRIVE,Condominium,22,OCR,99 years,2012.0,Resale,495.14,998202.24,01 to 05,Jan-24
CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 years,2007.0,Resale,914.94,1809751.32,06 to 10,Jan-24
THE FLORENCE RESIDENCES,HOUGANG AVENUE 2,Apartment,19,OCR,99 years,2018.0,Sub Sale,667.37,1189920.71,01 to 05,Jan-24
DAINTREE RESIDENCE,TOH TUCK ROAD,Condominium,21,RCR,99 years,2017.0,Resale,742.72,1530003.2,01 to 05,Jan-24
NV RESIDENCES,PASIR RIS GROVE,Condominium,18,OCR,99 years,2008.0,Resale,1108.69,1404710.23,01 to 05,Jan-24
THE INFLORA,FLORA DRIVE,Condominium,17,OCR,99 years,2012.0,Resale,818.06,984944.24,01 to 05,Jan-24
GEM RESIDENCES,LORONG 5 TOA PAYOH,Condominium,12,RCR,99 years,2015.0,Sub Sale,1636.13,2989209.51,36 to 40,Jan-24
THE INTERWEAVE,KIM KEAT ROAD,Apartment,12,RCR,freehold,,Resale,688.9,1074684.0,11 to 15,Jan-24
ONE BERNAM,BERNAM STREET,Apartment,2,CCR,99 years,2019.0,New Sale,871.88,1995733.32,11 to 15,Jan-24
10 EVELYN,EVELYN ROAD,Apartment,11,CCR,freehold,,New Sale,753.48,2096934.84,01 to 05,Jan-24
8 @ MOUNT SOPHIA,MOUNT SOPHIA,Condominium,9,CCR,others,2002.0,Resale,861.12,1300291.2,06 to 10,Jan-24
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 years,2012.0,Resale,2002.1,4050248.3,16 to 20,Jan-24
THE WATERLINE,POH HUAT ROAD WEST,Condominium,19,OCR,freehold,,Resale,1496.2,2130588.8000000003,01 to 05,Jan-24
MIDTOWN MODERN,TAN QUEE LAN STREET,Apartment,7,CCR,99 years,2019.0,New Sale,1463.9,4539553.9,26 to 30,Jan-24
PASIR RIS 8,PASIR RIS DRIVE 8,Apartment,18,OCR,99 years,2021.0,New Sale,1022.58,1933698.78,01 to 05,Jan-24
L'VIV,NEWTON ROAD,Apartment,11,CCR,freehold,,Resale,990.29,2180618.58,11 to 15,Jan-24
DOMAIN 21,DELTA ROAD,Condominium,3,RCR,99 years,2004.0,Resale,925.7,1780121.1,16 to 20,Jan-24
VISTA RESIDENCES,JALAN DATOH,Condominium,12,RCR,freehold,,Resale,1173.28,2400530.88,11 to 15,Jan-24
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,Apartment,19,OCR,99 years,2018.0,Sub Sale,516.67,900039.1399999999,16 to 20,Jan-24
LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 years,2012.0,Resale,1097.93,1750100.4200000002,11 to 15,Jan-24
PARC OLYMPIA,FLORA DRIVE,Condominium,17,OCR,99 years,2012.0,Resale,796.54,924782.94,01 to 05,Jan-24
THE BOTANY AT DAIRY FARM,DAIRY FARM WALK,Condominium,23,OCR,99 years,2022.0,New Sale,1033.34,2025346.4,01 to 05,Jan-24
THE BOTANY AT DAIRY FARM,DAIRY FARM WALK,Condominium,23,OCR,99 years,2022.0,New Sale,1033.34,2025346.4,06 to 10,Jan-24
RIVERVALE CREST,RIVERVALE CRESCENT,Apartment,19,OCR,99 years,1997.0,Resale,1367.03,1399838.72,11 to 15,Jan-24
KENSINGTON PARK CONDOMINIUM,KENSINGTON PARK DRIVE,Condominium,19,OCR,freehold,1878.0,Resale,2238.91,3250897.32,01 to 05,Jan-24
SKYSUITES@ANSON,ENGGOR STREET,Apartment,2,CCR,99 years,2008.0,Resale,699.66,1514763.9,36 to 40,Jan-24
ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 years,2000.0,Resale,1625.36,1500207.2799999998,01 to 05,Jan-24
ATRIUM RESIDENCES,LORONG 28 GEYLANG,Apartment,14,RCR,freehold,,Resale,1022.58,1405024.9200000002,01 to 05,Jan-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,1,CCR,99 years,2002.0,Resale,1625.36,3499400.0799999996,higher than 55,Jan-24
HILLVIEW GREEN,HUME AVENUE,Condominium,21,OCR,freehold,1883.0,Resale,1582.31,2469985.9099999997,06 to 10,Jan-24
ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 years,2016.0,Sub Sale,1044.11,2499599.34,31 to 35,Jan-24
GAIA,JALAN DUSUN,Apartment,12,RCR,freehold,,Resale,914.94,1478543.04,01 to 05,Jan-24
MIDWOOD,HILLVIEW RISE,Condominium,23,OCR,99 years,2018.0,Sub Sale,785.77,1567611.15,11 to 15,Jan-24
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 years,1999.0,Resale,1140.98,1910000.52,01 to 05,Jan-24
DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 years,1995.0,Resale,1840.64,2919255.04,01 to 05,Jan-24
EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 years,2011.0,Resale,1076.4,1999951.2,21 to 25,Jan-24
# 1 SUITES,LORONG 20 GEYLANG,Apartment,14,RCR,freehold,,Resale,613.55,760188.45,06 to 10,Jan-24
PARC BOTANNIA,FERNVALE STREET,Condominium,28,OCR,99 years,2016.0,Resale,979.52,1570170.56,16 to 20,Jan-24
PARK COLONIAL,WOODLEIGH LANE,Condominium,13,RCR,99 years,2017.0,Resale,462.85,975224.95,01 to 05,Jan-24
CASPIAN,LAKESIDE DRIVE,Condominium,22,OCR,99 years,2008.0,Resale,1237.86,1850600.7,06 to 10,Jan-24
SKY EVERTON,EVERTON ROAD,Apartment,2,RCR,freehold,,Sub Sale,839.59,2050278.78,11 to 15,Jan-24
THE TAPESTRY,TAMPINES STREET 86,Condominium,18,OCR,99 years,2017.0,Resale,441.32,764807.5599999999,06 to 10,Jan-24
ASTON MANSIONS,LORONG 42 GEYLANG,Apartment,14,RCR,99 years,1995.0,Resale,1216.33,1350126.2999999998,01 to 05,Jan-24
TANJONG RIA CONDOMINIUM,TANJONG RHU ROAD,Condominium,15,RCR,99 years,1993.0,Resale,613.55,947934.75,01 to 05,Jan-24
SKY@ELEVEN,THOMSON LANE,Condominium,11,CCR,freehold,,Resale,2820.17,6198733.66,36 to 40,Jan-24
ONE SHENTON,SHENTON WAY,Apartment,1,CCR,99 years,2005.0,Resale,1593.07,2800617.06,21 to 25,Jan-24
NV RESIDENCES,PASIR RIS GROVE,Condominium,18,OCR,99 years,2008.0,Resale,764.24,965235.12,11 to 15,Jan-24
CHANGI RISE CONDOMINIUM,SIMEI RISE,Condominium,18,OCR,99 years,2000.0,Resale,1130.22,1225158.48,06 to 10,Jan-24
ARDMORE II,ARDMORE PARK,Condominium,10,CCR,freehold,,Resale,2023.63,6750829.680000001,16 to 20,Jan-24
THE CLEARWATER,BEDOK RESERVOIR VIEW,Condominium,16,OCR,99 years,1997.0,Resale,1453.14,1867284.9,01 to 05,Jan-24
ONE SHENTON,SHENTON WAY,Apartment,1,CCR,99 years,2005.0,Resale,968.76,1619766.72,31 to 35,Jan-24
10 EVELYN,EVELYN ROAD,Apartment,11,CCR,freehold,,New Sale,753.48,2059260.84,01 to 05,Jan-24
HILLTOPS,CAIRNHILL CIRCLE,Condominium,9,CCR,freehold,,Resale,1248.62,3899440.26,06 to 10,Jan-24
THE BOTANY AT DAIRY FARM,DAIRY FARM WALK,Condominium,23,OCR,99 years,2022.0,New Sale,1291.68,2610485.2800000003,06 to 10,Jan-24
SPRING @ KATONG,CEYLON ROAD,Apartment,15,RCR,freehold,,Resale,1679.18,2920094.02,01 to 05,Jan-24
VIEW AT KISMIS,LORONG KISMIS,Apartment,21,RCR,99 years,2019.0,Sub Sale,592.02,1179895.86,01 to 05,Jan-24
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 years,2018.0,Sub Sale,1689.95,2987831.6,01 to 05,Jan-24
PINETREE HILL,PINE GROVE,Condominium,21,RCR,99 years,2022.0,New Sale,796.54,2001705.02,21 to 25,Jan-24
LENTOR HILLS RESIDENCES,LENTOR HILLS ROAD,Apartment,26,OCR,99 years,2022.0,New Sale,979.52,1965896.64,01 to 05,Jan-24
H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 years,2010.0,Resale,1388.56,1970366.64,01 to 05,Jan-24
CARABELLE,WEST COAST WAY,Condominium,5,OCR,freehold,1928.0,Resale,1388.56,2438311.36,06 to 10,Jan-24
KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 years,2018.0,Sub Sale,1044.11,2119543.3,01 to 05,Jan-24
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Apartment,5,RCR,99 years,2005.0,Resale,3100.03,3549534.35,11 to 15,Jan-24
SIMS RESIDENCES,LORONG 39 GEYLANG,Apartment,14,RCR,99 years,1997.0,Resale,1410.08,1569419.0399999998,01 to 05,Jan-24
THE MYST,UPPER BUKIT TIMAH ROAD,Condominium,23,OCR,99 years,2023.0,New Sale,516.67,1214174.5,21 to 25,Jan-24
CHANTILLY RISE,HILLVIEW AVENUE,Condominium,23,OCR,freehold,,Resale,1442.38,1954424.9,06 to 10,Jan-24
PATERSON RESIDENCE,PATERSON ROAD,Condominium,9,CCR,freehold,,Resale,1313.21,3519402.8000000003,11 to 15,Jan-24
THE LINEAR,UPPER BUKIT TIMAH ROAD,Apartment,23,OCR,freehold,1876.0,Resale,1280.92,1680567.04,01 to 05,Jan-24
THE BOTANY AT DAIRY FARM,DAIRY FARM WALK,Condominium,23,OCR,99 years,2022.0,New Sale,1291.68,2654402.4,06 to 10,Jan-24
AVANT RESIDENCES,ALJUNIED ROAD,Apartment,14,RCR,99 years,2012.0,Resale,452.09,679943.36,06 to 10,Jan-24
GLENTREES,MOUNT SINAI LANE,Condominium,10,CCR,freehold,1885.0,Resale,3412.19,4350542.25,01 to 05,Jan-24
HILLSIDE MANSIONS,HILLSIDE DRIVE,Apartment,19,OCR,freehold,,Resale,1194.8,1640460.4,01 to 05,Jan-24
THE TRILINQ,JALAN LEMPENG,Condominium,5,OCR,99 years,2012.0,Resale,710.42,1239682.9,01 to 05,Jan-24
PARC OLYMPIA,FLORA DRIVE,Condominium,17,OCR,99 years,2012.0,Resale,1022.58,1055302.56,01 to 05,Jan-24
ECHELON,ALEXANDRA VIEW,Condominium,3,RCR,99 years,2012.0,Resale,1571.54,3279803.98,31 to 35,Jan-24
